Id,Predicted
557,29.17618293662493
558,16.676774469072885
559,31.605415223756633
560,19.3948187215797
561,30.198182098485265
562,33.9455386100648
563,29.70912884999756
564,22.225269649834615
565,25.995396857792585
566,21.522920743849983
567,28.065941147318714
568,32.92686841085887
569,26.407236890790784
570,26.009192572504947
571,42.287957359680554
572,32.30332784518928
573,31.16154450846074
574,19.678129863677867
575,20.12800710435762
576,34.978831629667965
577,32.62604528561395
578,17.0684009544909
579,33.86796809897987
580,34.96228894666235
581,30.265790108039752
582,19.983313454160964
583,23.07802990258185
584,19.2665690120995
585,18.283372838684766
586,18.928838587857243
587,34.35551157205532
588,22.225647920618815
589,24.971497594971595
590,33.13504221450497
591,42.90425974559444
592,26.59000663446905
593,44.8410747075786
594,38.16669889266233
595,33.90512980522246
596,17.843489715690826
597,18.086267585249256
598,31.385014410496655
599,20.312918458246198
600,33.08462956999284
601,30.78759758638098
602,19.183365280850417
603,22.082824143473044
604,18.777802460306436
605,20.567062148359188
606,29.702582404027705
607,32.21217030507509
608,19.133758094868472
609,20.742734415221097
610,22.248298455856453
611,28.612526437041893
612,26.771134325493332
613,18.374568378552706
614,39.460943710652316
615,36.01956636495108
616,34.67851747021294
617,34.31996938230413
618,20.056041830917902
619,19.47785128036396
620,30.207279324318534
621,27.326174470580053
622,30.07191678244629
623,19.644074822478867
624,31.789865258478045
625,35.75726887272691
626,17.237038118561752
627,35.31708785382758
628,31.592576911808596
629,19.61154720674328
630,20.846708316424056
631,21.89880111394299
632,31.363378000246296
633,32.35676629892714
634,29.939490947722323
635,30.58879674995894
636,21.196453175305503
637,28.578009364993452
638,24.49052485784431
639,29.068199410258785
640,21.55778914571255
641,18.870453654323736
642,28.58331232188115
643,30.86597333024049
644,34.00125030262732
645,31.77363044922232
646,16.258489531650266
647,30.958041845950138
648,35.79280901458373
649,30.910823697442783
650,30.613337706808096
651,28.676203927035612
652,20.908264211685296
653,31.24082997815339
654,33.79739254426206
655,16.742131893343615
656,29.220149729964305
657,28.029775516411934
658,24.453479281528463
659,27.57464306617523
660,31.021234751578305
661,18.9215058550854
662,25.95570027371411
663,34.95510615308223
664,25.329329803244732
665,16.28461436508348
666,34.8846264880196
667,23.3625226839347
668,30.08702942649366
669,27.913588866196452
670,28.67528057122848
671,34.86239449276549
672,27.890406324043415
673,30.949699495779132
674,18.112767229170018
675,25.27592276371644
676,17.408581715900286
677,28.31110664373679
678,15.594711693018361
679,29.565248658651484
680,31.30378586598386
681,20.21060459392634
682,38.287180854203775
683,20.561008011186512
684,28.29989704851595
685,20.962773339200012
686,18.87582119739508
687,20.292712936744255
688,30.98788108230869
689,30.058188314935453
690,17.917204216472534
